Genre,Words,Counts
adventure,get,500
adventure,king,486
adventure,island,452
adventure,life,430
adventure,however,421
adventure,friend,414
adventure,time,409
adventure,captain,408
adventure,new,406
adventure,killed,398
adventure,also,397
adventure,group,396
adventure,make,395
adventure,man,391
adventure,later,390
adventure,attack,383
fantasy,find,798
fantasy,one,715
fantasy,back,598
fantasy,take,584
fantasy,tell,564
fantasy,father,540
fantasy,return,532
fantasy,kill,528
fantasy,king,501
fantasy,life,501
fantasy,time,487
fantasy,two,447
fantasy,home,441
fantasy,help,437
fantasy,love,431
fantasy,go,426
fantasy,later,411
fantasy,get,389
fantasy,see,380
fantasy,escape,377
fantasy,day,375
fantasy,year,360
fantasy,death,359
fantasy,also,359
fantasy,however,357
fantasy,child,357
fantasy,make,355
fantasy,give,353
fantasy,friend,345
fantasy,power,343
sports,team,349
sports,game,243
sports,win,148
sports,player,146
sports,father,143
sports,play,125
sports,school,125
sports,get,123
sports,rei,118
sports,match,108
sports,new,105
sports,coach,102
sports,go,101
sports,take,93
sports,one,92
sports,make,87
sports,first,86
sports,back,85
sports,wxyz,71
sports,fight,71
sports,football,70
sports,two,69
sports,begin,69
sports,friend,69
sports,tell,69
sports,come,67
sports,time,67
sports,family,63
sports,year,62
sports,final,60
horror,find,2880
horror,house,2347
horror,kill,2079
horror,one,1982
horror,go,1861
horror,back,1607
horror,tell,1569
horror,take,1556
horror,body,1555
horror,death,1471
horror,get,1333
horror,later,1309
horror,killed,1288
horror,night,1286
horror,see,1278
horror,try,1260
horror,room,1238
horror,two,1230
horror,home,1201
horror,escape,1165
horror,man,1164
horror,father,1160
horror,begin,1143
horror,friend,1140
horror,car,1090
horror,return,1075
horror,mother,1038
horror,family,1002
horror,police,993
horror,attack,987
historical,king,285
historical,one,246
historical,wxyz,235
historical,take,214
historical,father,204
historical,love,203
historical,army,182
historical,return,181
historical,film,180
historical,son,180
historical,later,180
historical,go,176
historical,life,175
historical,find,165
historical,family,164
historical,time,163
historical,wife,160
historical,cao,156
historical,back,153
historical,woman,149
historical,get,149
historical,kill,149
historical,however,146
historical,new,146
historical,death,146
historical,war,145
historical,two,145
historical,battle,144
historical,tell,142
historical,prince,139
documentary,film,227
documentary,life,93
documentary,show,93
documentary,one,92
documentary,family,88
documentary,time,78
documentary,take,76
documentary,new,71
documentary,find,69
documentary,wxyz,66
documentary,band,64
documentary,go,63
documentary,two,61
documentary,also,60
documentary,get,60
documentary,year,56
documentary,mother,56
documentary,documentary,54
documentary,’,52
documentary,work,50
documentary,madonna,50
documentary,girl,49
documentary,people,48
documentary,first,48
documentary,many,47
documentary,day,46
documentary,begin,45
documentary,end,44
documentary,music,41
documentary,group,41
serial,agent,35
serial,gang,26
serial,secret,26
serial,captain,26
serial,find,25
serial,dr,25
serial,one,25
serial,power,21
serial,order,20
serial,take,19
serial,war,19
serial,black,19
serial,island,18
serial,attempt,18
serial,earth,18
serial,plan,17
serial,plot,16
serial,however,16
serial,death,15
serial,force,15
serial,attack,15
serial,device,15
serial,new,15
serial,scorpion,15
serial,henchman,14
serial,mysterious,14
serial,man,14
serial,killed,14
serial,brother,14
serial,help,14
mystery,find,473
mystery,police,439
mystery,one,391
mystery,murder,382
mystery,tell,282
mystery,take,275
mystery,go,272
mystery,man,267
mystery,death,265
mystery,house,258
mystery,also,253
mystery,friend,243
mystery,holmes,240
mystery,killed,231
mystery,get,229
mystery,dead,213
mystery,two,211
mystery,later,207
mystery,found,203
mystery,back,200
mystery,woman,199
mystery,room,197
mystery,night,196
mystery,help,194
mystery,mr,193
mystery,body,189
mystery,suspect,187
mystery,wife,185
mystery,day,182
mystery,time,181
romance,love,3748
romance,get,2318
romance,father,2032
romance,go,1896
romance,friend,1869
romance,life,1729
romance,tell,1720
romance,find,1629
romance,one,1610
romance,meet,1593
romance,day,1506
romance,family,1505
romance,take,1449
romance,come,1445
romance,time,1255
romance,back,1227
romance,mother,1155
romance,fall,1109
romance,also,1098
romance,two,1081
romance,see,1067
romance,make,1051
romance,girl,1028
romance,later,1011
romance,home,999
romance,marriage,972
romance,house,956
romance,try,952
romance,story,925
romance,married,911
war,german,1025
war,war,810
war,soldier,670
war,men,662
war,one,594
war,japanese,592
war,american,552
war,officer,537
war,back,493
war,take,489
war,attack,486
war,two,460
war,army,442
war,killed,441
war,order,437
war,british,437
war,return,421
war,find,414
war,force,409
war,wxyz,402
war,captain,396
war,mission,389
war,go,374
war,escape,340
war,later,334
war,enemy,333
war,group,324
war,tell,320
war,day,319
war,first,313
spy,bond,578
spy,agent,244
spy,escape,155
spy,kill,148
spy,one,135
spy,killed,120
spy,find,114
spy,meet,112
spy,go,112
spy,british,107
spy,back,100
spy,take,99
spy,plan,93
spy,however,92
spy,tell,90
spy,time,87
spy,two,85
spy,new,85
spy,war,82
spy,later,81
spy,attempt,81
spy,david,81
spy,german,79
spy,also,79
spy,car,77
spy,mission,74
spy,spy,71
spy,reveals,69
spy,return,69
spy,power,68
animated,tom,2538
animated,jerry,1850
animated,bug,1453
animated,back,1245
animated,find,1124
animated,take,981
animated,get,939
animated,one,912
animated,go,825
animated,try,803
animated,return,783
animated,escape,768
animated,time,717
animated,two,710
animated,tell,689
animated,make,666
animated,see,665
animated,help,656
animated,cat,648
animated,new,643
animated,however,642
animated,away,641
animated,friend,609
animated,fall,592
animated,run,585
animated,attempt,575
animated,home,563
animated,end,540
animated,house,538
animated,give,532
family,get,822
family,find,787
family,father,754
family,family,747
family,go,682
family,take,655
family,one,639
family,home,612
family,tell,605
family,back,599
family,life,542
family,friend,531
family,day,516
family,love,509
family,return,502
family,mother,497
family,come,496
family,child,454
family,time,448
family,two,446
family,house,438
family,help,437
family,son,434
family,make,417
family,meet,386
family,try,384
family,give,378
family,new,375
family,also,374
family,however,364
thriller,find,2582
thriller,police,2245
thriller,one,2114
thriller,kill,2023
thriller,go,1978
thriller,get,1960
thriller,tell,1889
thriller,take,1841
thriller,house,1543
thriller,man,1477
thriller,later,1428
thriller,back,1417
thriller,two,1381
thriller,car,1346
thriller,life,1308
thriller,friend,1293
thriller,also,1289
thriller,day,1284
thriller,father,1245
thriller,killed,1233
thriller,home,1218
thriller,try,1216
thriller,death,1170
thriller,time,1132
thriller,meet,1124
thriller,come,1123
thriller,wife,1106
thriller,murder,1082
thriller,see,1076
thriller,make,1042
musical,love,982
musical,show,836
musical,get,811
musical,tell,759
musical,go,751
musical,new,730
musical,take,700
musical,find,694
musical,one,674
musical,back,585
musical,father,579
musical,friend,529
musical,meet,498
musical,return,497
musical,day,482
musical,see,482
musical,make,477
musical,girl,475
musical,also,460
musical,time,454
musical,life,453
musical,song,447
musical,try,443
musical,come,436
musical,two,436
musical,band,435
musical,home,410
musical,however,406
musical,give,402
musical,night,391
sci_fi,find,1298
sci_fi,one,1161
sci_fi,alien,1063
sci_fi,kill,1033
sci_fi,earth,949
sci_fi,take,914
sci_fi,back,901
sci_fi,escape,881
sci_fi,ship,857
sci_fi,time,846
sci_fi,dr,840
sci_fi,two,783
sci_fi,return,764
sci_fi,human,763
sci_fi,go,697
sci_fi,later,671
sci_fi,new,654
sci_fi,wxyz,603
sci_fi,help,600
sci_fi,group,597
sci_fi,tell,595
sci_fi,world,594
sci_fi,also,581
sci_fi,attack,578
sci_fi,life,576
sci_fi,killed,574
sci_fi,death,565
sci_fi,year,558
sci_fi,creature,550
sci_fi,body,542
noir,police,472
noir,go,355
noir,find,315
noir,get,310
noir,man,304
noir,tell,293
noir,take,262
noir,one,260
noir,wife,240
noir,murder,236
noir,try,230
noir,money,213
noir,johnny,203
noir,kill,200
noir,back,192
noir,two,183
noir,frank,179
noir,joe,174
noir,car,173
noir,killed,170
noir,love,165
noir,see,162
noir,make,159
noir,meet,159
noir,new,159
noir,husband,152
noir,however,152
noir,death,152
noir,woman,151
noir,return,150
martial_arts,fight,239
martial_arts,ip,203
martial_arts,kill,198
martial_arts,master,197
martial_arts,one,162
martial_arts,chen,148
martial_arts,martial,144
martial_arts,father,143
martial_arts,find,124
martial_arts,wong,120
martial_arts,man,118
martial_arts,tell,117
martial_arts,later,116
martial_arts,however,115
martial_arts,son,114
martial_arts,art,112
martial_arts,defeat,112
martial_arts,time,112
martial_arts,emperor,111
martial_arts,two,110
martial_arts,king,110
martial_arts,li,110
martial_arts,shaolin,109
martial_arts,back,108
martial_arts,return,105
martial_arts,take,105
martial_arts,go,105
martial_arts,help,96
martial_arts,student,94
martial_arts,family,94
teen,school,219
teen,friend,168
teen,one,132
teen,find,129
teen,tell,129
teen,go,125
teen,day,122
teen,get,112
teen,father,105
teen,back,92
teen,girl,91
teen,time,89
teen,love,87
teen,two,86
teen,home,83
teen,make,82
teen,take,82
teen,also,81
teen,mary,79
teen,mother,79
teen,help,75
teen,try,66
teen,top,66
teen,new,65
teen,child,65
teen,jacob,65
teen,meet,63
teen,come,62
teen,end,62
teen,later,62
social,get,235
social,love,219
social,life,194
social,father,191
social,find,166
social,one,155
social,family,151
social,take,145
social,go,136
social,village,126
social,wife,118
social,meet,115
social,day,113
social,come,113
social,son,113
social,man,108
social,house,107
social,tell,104
social,friend,103
social,try,102
social,home,101
social,return,98
social,mohan,98
social,two,97
social,fall,95
social,mother,95
social,police,93
social,also,91
social,start,90
social,help,89
anime,find,200
anime,world,181
anime,one,172
anime,time,161
anime,back,157
anime,take,155
anime,however,150
anime,earth,135
anime,friend,133
anime,two,123
anime,ash,121
anime,tell,120
anime,power,120
anime,group,117
anime,fight,114
anime,go,110
anime,life,109
anime,girl,107
anime,also,105
anime,return,102
anime,day,101
anime,human,99
anime,later,97
anime,year,96
anime,new,95
anime,help,95
anime,begin,94
anime,father,93
anime,attack,91
anime,nobita,90
